Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months,Weather Condition,Severity Group,Crash Counterpart Group
30270-14244,Waymo LLC,2026-03-01,2026-03-01,Phoenix,AZ,Street,Passenger Car,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:51 AM MT a Waymo Autonomous Vehicle (|Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on the [XXX] off-ramp at [XXX]. 

The Waymo AV was traveling southwestbound in the right lane of two designated left turn lanes on the [XXX] off-ramp when it began to slow for a red light at the intersection with [XXX]. As the Waymo AV came to a stop, a passenger car traveling southwestbound in the right lane of two designated left turn lanes of the [XXX] off-ramp approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger in the Waymo AV was not belted at the time of the collision.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
31101-14286,Avride Inc.,2026-03-01,2026-03-01,Austin,TX,Street,SUV,Property Damage. No Injured Reported,Proceeding Straight,22,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 8:04 AM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Austin, Texas on[XXX] near [XXX]. The AVRIDE AV was driving southeastbound in autonomous mode on [XXX] in the right lane. While the AVRIDE AV was driving straight ahead, an SUV began to enter traffic from a parking lot on the right side of the road without properly stopping, cutting off the AVRIDE AV. This resulted in left front of the SUV making contact with the right front of the AVRIDE AV. Both vehicles sustained damage. The AVRIDE AV required a tow. No injuries were reported.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14240,Waymo LLC,2026-03-01,2026-03-01,Santa Monica,CA,Street,Pickup Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:53 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Santa Monica, California was in a collision involving a pickup truck on [XXX] near [XXX].

The Waymo AV was traveling northwestbound on [XXX] when it maneuvered to the right and slowed to a stop in-lane to yield to a pickup truck traveling southeastbound on [XXX]. While the Waymo AV was stopped, the pickup truck slowed to a stop in close proximity to the Waymo AV, then proceeded forward to pass the Waymo AV on the left, and the left side of the pickup truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14239,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,2,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 9:00 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was traveling southbound in the left lane on [XXX] when it began to slow to yield to a scooterist preparing to cross [XXX] from the northeast corner of the intersection with [XXX]. While the Waymo AV continued to slow and the scooterist began to cross [XXX], a passenger car traveling southbound in the left lane on [XXX] proceeded to change lanes to the right as it approached the Waymo AV from behind, and the front left side of the passenger car made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14091,Waymo LLC,2026-03-01,2026-02-01,Palo Alto,CA,Street,SUV,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 9:43 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Palo Alto, California was in a collision involving an SUV on [XXX] at [XXX].

The Waymo AV was stopped facing southeast in the left lane of [XXX] for a red light at the intersection with [XXX], with its left turn signal activated in preparation for a left turn onto [XXX]. While the Waymo AV was stopped, an SUV traveling southeastbound in the left lane of [XXX] approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,1,Clear,No Injury,Passenger Vehicle
30410-14170,Motional,2026-03-01,2026-02-01,Las Vegas,NV,Street,"Other, see Narrative",No Injured Reported,Proceeding Straight,25,ADS,Verified Engaged,Yes,"On Feb [XXX], at approximately 3:16 AM local time, a Motional IONIQ 5 automated vehicle was operating in autonomous mode southbound on Las Vegas Boulevard, traveling at approximately 25 mph.

While proceeding in its lane of travel, an individual located near the roadway threw an object toward the front of the vehicle. The object made contact with the lower front bumper area. The vehicle remained under autonomous control and came to a controlled stop following the impact.

There were no reported injuries to any occupants or members of the public. No airbags deployed. The vehicle sustained minor cosmetic damage to the lower front bumper and front license plate area. The vehicle was not towed from the scene.",2026,2,February,1,1,Clear,No Injury,Other / Unknown
30410-14238,Motional,2026-03-01,2026-02-01,Las Vegas,NV,Street,Passenger Car,No Injured Reported,Proceeding Straight,25,ADS,Verified Engaged,Yes,"On Wednesday, February [XXX], a vehicle struck the front passenger side of a Motional Ioniq 5 AV in Las Vegas, Nevada. The Motional vehicle was operating in autonomous mode near the intersection of [XXX] and [XXX] when it encountered another vehicle that had stopped in the AV's lane of travel. The AV maneuvered around the stopped vehicle and continued forward.

Shortly thereafter, the other vehicle accelerated and attempted to change lanes into the AV's lane from an adjacent lane. The Vehicle Operator disengaged autonomous mode and attempted to avoid the vehicle, but the other vehicle struck the AV's front passenger side.

No injuries were reported and the Motional vehicle remained moveable following the collision. The other vehicle did not stop and fled the scene.",2026,2,February,1,1,Clear,No Injury,Passenger Vehicle
30610-14264,"Zoox, Inc.",2026-03-01,2026-03-01,Austin,TX,Street,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight,2,ADS,Verified Engaged,Yes,"A Zoox vehicle operating in autonomous mode, traveling southwest on [XXX] towards [XXX] in Austin, was slowing for a garbage truck (Vehicle 2) approaching from the opposite direction when Vehicle 2 struck it head-on. The Zoox vehicle sustained moderate damage to the left front area, including the hood, bumper, headlight, fender, A-pillar hinge, and driver door. Both parties exchanged information. Police were notified and arrived at the scene. No injuries were reported.",2026,3,March,1,0,Clear,No Injury,Commercial Vehicle
30610-14263,"Zoox, Inc.",2026-03-01,2026-03-01,Las Vegas,NV,Street,Heavy Truck,Property Damage. No Injured Reported,Making Left Turn,5,ADS,Verified Engaged,Yes,"An occupied Zoox autonomous vehicle traveling southeast on [XXX] stopped behind traffic in the outer left turn lane (lane #2) for a red traffic signal at  [XXX] in Las Vegas. A dumpster-hauling truck (Vehicle 2) was stopped in the adjacent through-lane (lane #3). Shortly after the light turned green and the Zoox vehicle began its left turn, the Vehicle 2 operator abruptly steered left, accelerated, and cut into the Zoox vehicle's path, violating its right of way. The Zoox vehicle braked hard; however, Vehicle 2 struck the Zoox vehicle's right-side front wheel, fender, roof-mounted sensor unit, and body panel. The Zoox vehicle was towed from the scene and sustained moderate damage. No injuries were reported, and police were not called.",2026,3,March,1,0,Clear,No Injury,Commercial Vehicle
30270-14234,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,Passenger Car,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 8:26 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was parked facing southwest at the curb on [XXX] with its hazard lights activated for a passenger drop-off. While the Waymo AV remained parked, a passenger car traveling southwestbound along the curb of [XXX] at a high rate of speed began to enter into the adjacent lane, in front of a second passenger car's lane of travel, as it approached the Waymo AV from behind. As the passenger car proceeded to pass the Waymo AV on the left, the front right side of the passenger car made contact with the rear left side of the parked Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
